model,accuracy,precision,recall,f1,n_support
LogReg,0.7405940594059406,0.9767441860465116,0.7033492822966507,0.8178025034770514,
RandomForest,0.8455445544554455,0.8863636363636364,0.9330143540669856,0.9090909090909091,
SVM_RBF,0.8594059405940594,0.8813186813186813,0.9593301435406698,0.9186712485681557,514.0
