metric,mean,std,ci95_low,ci95_high,n
accuracy_diff_q_minus_svm,0.0001984126984126644,0.007738377872105172,-0.0047619047619048005,0.004166666666666641,10
compression_ratio_svm_over_q,25.340382321476135,6.937600843235464,21.653689798557878,29.622669905462182,10
