model,accuracy,precision,recall,f1,n_support
LogReg,0.965034965034965,0.9885057471264368,0.9555555555555556,0.9717514124293786,
RandomForest,0.965034965034965,0.967032967032967,0.9777777777777777,0.9723756906077348,
SVM_RBF,0.9790209790209791,0.9887640449438202,0.9777777777777777,0.9832402234636871,96.0
